trial_number,block_number,payoff,response,left,right,payoff_left,payoff_right,context,arms,choice,trial,value_left,value_right,IIU,PIU,IU,IM,Anx,ID
40,1,-3,Right,**S**,**R**,-6,-3,Lose,SR,2,4,-6,-4,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
41,1,-2,Right,**S**,**R**,-6,-2,Lose,SR,2,5,-6,-4,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
42,1,-5,Right,**S**,**R**,-6,-5,Lose,SR,2,6,-6,-4,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
43,1,-7,Right,**S**,**R**,-6,-7,Lose,SR,2,7,-6,-4,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
44,1,-4,Right,**S**,**R**,-6,-4,Lose,SR,2,8,-6,-4,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
45,1,-6,Left,**S**,**R**,-6,-4,Lose,SR,1,9,-6,-4,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
46,1,-6,Right,**S**,**R**,-6,-6,Lose,SR,2,10,-6,-4,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
47,1,-4,Right,**S**,**R**,-6,-4,Lose,SR,2,11,-6,-4,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
48,1,-1,Right,**S**,**R**,-6,-1,Lose,SR,2,12,-6,-4,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
49,17,5,Left,**R**,**r**,5,3,Win,rR,1,1,4,3,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
50,17,4,Right,**R**,**r**,7,4,Win,rR,2,2,4,3,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
51,17,1,Left,**R**,**r**,1,2,Win,rR,1,3,4,3,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
52,17,3,Left,**R**,**r**,3,2,Win,rR,1,4,4,3,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
53,17,4,Left,**R**,**r**,4,3,Win,rR,1,5,4,3,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
54,17,3,Right,**R**,**r**,4,3,Win,rR,2,6,4,3,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
55,17,6,Left,**R**,**r**,6,4,Win,rR,1,7,4,3,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
56,17,4,Left,**R**,**r**,4,3,Win,rR,1,8,4,3,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
57,17,3,Right,**R**,**r**,4,3,Win,rR,2,9,4,3,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
58,17,3,Left,**R**,**r**,3,3,Win,rR,1,10,4,3,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
59,17,2,Left,**R**,**r**,2,2,Win,rR,1,11,4,3,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
60,17,5,Left,**R**,**r**,5,4,Win,rR,1,12,4,3,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
61,11,-5,Left,**r**,**R**,-5,-1,Lose,rR,1,1,-6,-4,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
62,11,-5,Right,**r**,**R**,-7,-5,Lose,rR,2,2,-6,-4,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
63,11,-5,Right,**r**,**R**,-6,-5,Lose,rR,2,3,-6,-4,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
64,11,-6,Left,**r**,**R**,-6,-4,Lose,rR,1,4,-6,-4,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
65,11,-4,Right,**r**,**R**,-6,-4,Lose,rR,2,5,-6,-4,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
66,11,-4,Right,**r**,**R**,-6,-4,Lose,rR,2,6,-6,-4,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
67,11,-6,Right,**r**,**R**,-7,-6,Lose,rR,2,7,-6,-4,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
68,11,-6,Left,**r**,**R**,-6,-4,Lose,rR,1,8,-6,-4,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
69,11,-7,Right,**r**,**R**,-7,-7,Lose,rR,2,9,-6,-4,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
70,11,-3,Right,**r**,**R**,-6,-3,Lose,rR,2,10,-6,-4,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
71,11,-2,Right,**r**,**R**,-5,-2,Lose,rR,2,11,-6,-4,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
72,11,-3,Right,**r**,**R**,-5,-3,Lose,rR,2,12,-6,-4,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
73,18,4,Right,**r**,**R**,4,4,Win,rR,2,1,4,4,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
74,18,3,Right,**r**,**R**,3,3,Win,rR,2,2,4,4,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
75,18,4,Left,**r**,**R**,4,4,Win,rR,1,3,4,4,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
76,18,5,Right,**r**,**R**,5,5,Win,rR,2,4,4,4,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
77,18,5,Right,**r**,**R**,4,5,Win,rR,2,5,4,4,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
78,18,4,Right,**r**,**R**,4,4,Win,rR,2,6,4,4,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
79,18,1,Right,**r**,**R**,3,1,Win,rR,2,7,4,4,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
80,18,7,Right,**r**,**R**,5,7,Win,rR,2,8,4,4,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
81,18,4,Left,**r**,**R**,4,3,Win,rR,1,9,4,4,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
82,18,4,Right,**r**,**R**,4,4,Win,rR,2,10,4,4,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
83,18,6,Right,**r**,**R**,5,6,Win,rR,2,11,4,4,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
84,18,2,Right,**r**,**R**,3,2,Win,rR,2,12,4,4,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
85,9,5,Right,**S**,**R**,5,5,Win,SR,2,1,5,4,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
86,9,5,Left,**S**,**R**,5,4,Win,SR,1,2,5,4,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
87,9,2,Right,**S**,**R**,5,2,Win,SR,2,3,5,4,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
88,9,5,Left,**S**,**R**,5,3,Win,SR,1,4,5,4,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
89,9,5,Left,**S**,**R**,5,4,Win,SR,1,5,5,4,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
90,9,5,Left,**S**,**R**,5,4,Win,SR,1,6,5,4,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
91,9,5,Left,**S**,**R**,5,6,Win,SR,1,7,5,4,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
92,9,5,Left,**S**,**R**,5,1,Win,SR,1,8,5,4,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
93,9,5,Left,**S**,**R**,5,4,Win,SR,1,9,5,4,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
94,9,5,Left,**S**,**R**,5,7,Win,SR,1,10,5,4,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
95,9,5,Left,**S**,**R**,5,5,Win,SR,1,11,5,4,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
96,9,3,Right,**S**,**R**,5,3,Win,SR,2,12,5,4,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
97,4,-3,Right,**R**,**S**,-2,-3,Lose,SR,2,1,-4,-3,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
98,4,-4,Left,**R**,**S**,-4,-3,Lose,SR,1,2,-4,-3,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
99,4,-4,Left,**R**,**S**,-4,-3,Lose,SR,1,3,-4,-3,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
100,4,-5,Left,**R**,**S**,-5,-3,Lose,SR,1,4,-4,-3,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
101,4,-3,Right,**R**,**S**,-4,-3,Lose,SR,2,5,-4,-3,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
102,4,-3,Right,**R**,**S**,-4,-3,Lose,SR,2,6,-4,-3,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
103,4,-3,Right,**R**,**S**,-6,-3,Lose,SR,2,7,-4,-3,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
104,4,-3,Right,**R**,**S**,-7,-3,Lose,SR,2,8,-4,-3,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
105,4,-3,Right,**R**,**S**,-3,-3,Lose,SR,2,9,-4,-3,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
106,4,-3,Right,**R**,**S**,-3,-3,Lose,SR,2,10,-4,-3,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
107,4,-3,Right,**R**,**S**,-1,-3,Lose,SR,2,11,-4,-3,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
108,4,-3,Right,**R**,**S**,-5,-3,Lose,SR,2,12,-4,-3,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
109,16,1,Left,**R**,**r**,1,1,Win,rR,1,1,4,2,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
110,16,1,Right,**R**,**r**,3,1,Win,rR,2,2,4,2,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
111,16,7,Left,**R**,**r**,7,3,Win,rR,1,3,4,2,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
112,16,4,Left,**R**,**r**,4,2,Win,rR,1,4,4,2,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
113,16,3,Right,**R**,**r**,6,3,Win,rR,2,5,4,2,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
114,16,2,Left,**R**,**r**,2,1,Win,rR,1,6,4,2,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
115,16,5,Left,**R**,**r**,5,2,Win,rR,1,7,4,2,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
116,16,5,Left,**R**,**r**,5,3,Win,rR,1,8,4,2,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
117,16,3,Left,**R**,**r**,3,2,Win,rR,1,9,4,2,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
118,16,2,Right,**R**,**r**,4,2,Win,rR,2,10,4,2,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
119,16,4,Left,**R**,**r**,4,2,Win,rR,1,11,4,2,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
120,16,4,Left,**R**,**r**,4,2,Win,rR,1,12,4,2,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
121,14,-3,Right,**R**,**r**,-5,-3,Lose,rR,2,1,-4,-3,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
122,14,-4,Left,**R**,**r**,-4,-3,Lose,rR,1,2,-4,-3,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
123,14,-4,Right,**R**,**r**,-7,-4,Lose,rR,2,3,-4,-3,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
124,14,-2,Right,**R**,**r**,-3,-2,Lose,rR,2,4,-4,-3,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
125,14,-3,Right,**R**,**r**,-4,-3,Lose,rR,2,5,-4,-3,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
126,14,-4,Left,**R**,**r**,-4,-3,Lose,rR,1,6,-4,-3,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
127,14,-2,Right,**R**,**r**,-1,-2,Lose,rR,2,7,-4,-3,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
128,14,-4,Right,**R**,**r**,-5,-4,Lose,rR,2,8,-4,-3,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
129,14,-3,Right,**R**,**r**,-4,-3,Lose,rR,2,9,-4,-3,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
130,14,-3,Right,**R**,**r**,-3,-3,Lose,rR,2,10,-4,-3,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
131,14,-2,Right,**R**,**r**,-2,-2,Lose,rR,2,11,-4,-3,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
132,14,-6,Left,**R**,**r**,-6,-4,Lose,rR,1,12,-4,-3,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
133,3,-4,Left,**S**,**R**,-4,-5,Lose,SR,1,1,-4,-4,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
134,3,-4,Right,**S**,**R**,-4,-4,Lose,SR,2,2,-4,-4,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
135,3,-3,Right,**S**,**R**,-4,-3,Lose,SR,2,3,-4,-4,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
136,3,-4,Right,**S**,**R**,-4,-4,Lose,SR,2,4,-4,-4,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
137,3,-1,Right,**S**,**R**,-4,-1,Lose,SR,2,5,-4,-4,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
138,3,-6,Right,**S**,**R**,-4,-6,Lose,SR,2,6,-4,-4,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
139,3,-3,Right,**S**,**R**,-4,-3,Lose,SR,2,7,-4,-4,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
140,3,-4,Right,**S**,**R**,-4,-4,Lose,SR,2,8,-4,-4,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
141,3,-4,Left,**S**,**R**,-4,-4,Lose,SR,1,9,-4,-4,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
142,3,-4,Left,**S**,**R**,-4,-5,Lose,SR,1,10,-4,-4,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
143,3,-4,Left,**S**,**R**,-4,-2,Lose,SR,1,11,-4,-4,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
144,3,-4,Left,**S**,**R**,-4,-7,Lose,SR,1,12,-4,-4,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
145,15,-1,Right,**R**,**r**,-1,-1,Lose,rR,2,1,-4,-2,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
146,15,-1,Right,**R**,**r**,-2,-1,Lose,rR,2,2,-4,-2,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
147,15,-2,Right,**R**,**r**,-5,-2,Lose,rR,2,3,-4,-2,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
148,15,-3,Right,**R**,**r**,-7,-3,Lose,rR,2,4,-4,-2,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
149,15,-2,Right,**R**,**r**,-4,-2,Lose,rR,2,5,-4,-2,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
150,15,-2,Right,**R**,**r**,-4,-2,Lose,rR,2,6,-4,-2,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
151,15,-3,Right,**R**,**r**,-5,-3,Lose,rR,2,7,-4,-2,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
152,15,-2,Right,**R**,**r**,-4,-2,Lose,rR,2,8,-4,-2,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
153,15,-2,Right,**R**,**r**,-4,-2,Lose,rR,2,9,-4,-2,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
154,15,-2,Right,**R**,**r**,-3,-2,Lose,rR,2,10,-4,-2,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
155,15,-1,Right,**R**,**r**,-3,-1,Lose,rR,2,11,-4,-2,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
156,15,-3,Right,**R**,**r**,-6,-3,Lose,rR,2,12,-4,-2,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
157,8,3,Right,**S**,**R**,4,3,Win,SR,2,1,4,4,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
158,8,4,Left,**S**,**R**,4,5,Win,SR,1,2,4,4,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
159,8,4,Right,**S**,**R**,4,4,Win,SR,2,3,4,4,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
160,8,4,Left,**S**,**R**,4,4,Win,SR,1,4,4,4,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
161,8,5,Right,**S**,**R**,4,5,Win,SR,2,5,4,4,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
162,8,7,Right,**S**,**R**,4,7,Win,SR,2,6,4,4,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
163,8,4,Left,**S**,**R**,4,3,Win,SR,1,7,4,4,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
164,8,4,Right,**S**,**R**,4,4,Win,SR,2,8,4,4,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
165,8,4,Left,**S**,**R**,4,1,Win,SR,1,9,4,4,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
166,8,2,Right,**S**,**R**,4,2,Win,SR,2,10,4,4,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
167,8,4,Left,**S**,**R**,4,6,Win,SR,1,11,4,4,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
168,8,4,Right,**S**,**R**,4,4,Win,SR,2,12,4,4,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
169,6,3,Left,**R**,**S**,3,2,Win,SR,1,1,4,2,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
170,6,2,Right,**R**,**S**,2,2,Win,SR,2,2,4,2,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
171,6,4,Left,**R**,**S**,4,2,Win,SR,1,3,4,2,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
172,6,2,Right,**R**,**S**,5,2,Win,SR,2,4,4,2,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
173,6,5,Left,**R**,**S**,5,2,Win,SR,1,5,4,2,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
174,6,6,Left,**R**,**S**,6,2,Win,SR,1,6,4,2,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
175,6,7,Left,**R**,**S**,7,2,Win,SR,1,7,4,2,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
176,6,4,Left,**R**,**S**,4,2,Win,SR,1,8,4,2,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
177,6,4,Left,**R**,**S**,4,2,Win,SR,1,9,4,2,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
178,6,1,Left,**R**,**S**,1,2,Win,SR,1,10,4,2,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
179,6,3,Left,**R**,**S**,3,2,Win,SR,1,11,4,2,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
180,6,4,Left,**R**,**S**,4,2,Win,SR,1,12,4,2,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
181,5,-2,Right,**R**,**S**,-5,-2,Lose,SR,2,1,-4,-2,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
182,5,-2,Right,**R**,**S**,-1,-2,Lose,SR,2,2,-4,-2,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
183,5,-2,Right,**R**,**S**,-3,-2,Lose,SR,2,3,-4,-2,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
